track_id,album_title,track_bit_rate,track_duration,track_explicit,genre,track_interest,track_listens,track_number,track_title,track_url
106550,Thank God For Secular Humanists,128000,02:43,Radio-Safe,12,5949,4970,5,Hook Line and Sinker,http://freemusicarchive.org/music/Apache_Tomcat/Thank_God_For_Secular_Humanists/Hook_Line_and_Sinker
108353,What's Later?,128000,00:58,Radio-Safe,12,8336,7457,2,Who You Smilin' At,http://freemusicarchive.org/music/Apache_Tomcat/Whats_Later/02_Who_You_Smilin_At
110442,Love Reigned,320000,04:14,Radio-Safe,2,8522,4507,2,Love Reigned,http://freemusicarchive.org/music/Kathleen_Martin/Love_Reigned_remaster/Kathleen_Martin_-_Love_Reigned_1648
115883,Resolution #9 (NEW),256000,09:01,Radio-Safe,17,4656,2656,3,Resolution #9,http://freemusicarchive.org/music/Kathleen_Martin/Resolution_9/Resolution_9
118971,Copper Kettle,256000,03:23,Radio-Safe,8,14983,13031,0,Copper Kettle,http://freemusicarchive.org/music/Kathleen_Martin/Copper_Kettle/Copper_Kettle
143010,Waiting for YOU,320000,03:48,Radio-Safe,3,6261,5119,1,On my Way A,http://freemusicarchive.org/music/Lobo_Loco/20160910195925002/Lobo_Loco_-_01_-_On_my_Way_A_1756
143021,Waiting for YOU,320000,07:06,Radio-Safe,3,12476,10238,2,Wind Wispers Love BEG,http://freemusicarchive.org/music/Lobo_Loco/20160910195925002/Lobo_Loco_-_02_-_Wind_Wispers_Love_BEG
143315,The Spellbreaker EP,320000,01:01,Radio-Safe,12,9179,8082,1,Intro,http://freemusicarchive.org/music/Tri-Tachyon/The_Spellbreaker_EP/Intro_1478
145762,"Holding On Until The Cold, Cold Morn",192000,02:52,Radio-Safe,1235,2729,2166,1,"Holding on Until the Cold, Cold Morn",http://freemusicarchive.org/music/Squire_Tuck/Holding_On_Til_The_Cold_Cold_Morn/Holding_on_Until_the_Cold_Cold_Morn
145777,Heaven Beyond the Trees,192000,01:44,Radio-Safe,1235,3262,2518,1,Heaven Beyond the Trees,http://freemusicarchive.org/music/Squire_Tuck/Heaven_Beyond_the_Trees/Heaven_Beyond_the_Trees
146999,Waiting for YOU,320000,03:51,Radio-Safe,3,19602,15650,4,Makes me Happy,http://freemusicarchive.org/music/Lobo_Loco/20160910195925002/Lobo_Loco_-_04_-_Makes_me_Happy
155109,The Run,320000,04:00,Radio-Safe,5,1593,1262,3,Harbor,http://freemusicarchive.org/music/Kai_Engel/The_Run/Kai_Engel_-_The_Run_-_03_Harbor
155113,The Run,320000,04:38,Radio-Safe,15,1501,1265,7,Tumult,http://freemusicarchive.org/music/Kai_Engel/The_Run/Kai_Engel_-_The_Run_-_07_Tumult
1044,Brave Nu World,160000,04:56,Radio-Safe,3,2862,1604,6,Last Double Eagle,http://freemusicarchive.org/music/Little_Howlin_Wolf/Brave_Nu_World/Last_Double_Eagle
1046,Brave Nu World,160000,05:52,Radio-Safe,3,2015,951,4,Eulb,http://freemusicarchive.org/music/Little_Howlin_Wolf/Brave_Nu_World/Eulb
1085,Machinegong EP,256000,03:03,Radio-Safe,15,850,450,2,jamdek,http://freemusicarchive.org/music/Mahjongg/Machinegong_EP/jamdek
1086,Machinegong EP,256000,03:40,Radio-Safe,15,1922,851,3,countdown (the chicken),http://freemusicarchive.org/music/Mahjongg/Machinegong_EP/countdown_the_chicken
1091,Machinegong EP,256000,04:56,Radio-Safe,15,766,261,7,turf war (on a global scale),http://freemusicarchive.org/music/Mahjongg/Machinegong_EP/turf_war_on_a_global_scale
3454,Live at WFMU on Talk's Cheap 10/14/2008,256000,04:50,Radio-Safe,15,2471,230,3,Precisely Prescilla,http://freemusicarchive.org/music/Chandeliers/Live_at_WFMU_on_Talks_Cheap_10142008/Precisely_Prescilla
3455,Live at WFMU on Talk's Cheap 10/14/2008,256000,04:20,Radio-Safe,15,2995,685,4,The Thrush,http://freemusicarchive.org/music/Chandeliers/Live_at_WFMU_on_Talks_Cheap_10142008/The_Thrush
3456,Live at WFMU on Talk's Cheap 10/14/2008,256000,03:29,Radio-Safe,15,1234,112,5,Dope Sauce,http://freemusicarchive.org/music/Chandeliers/Live_at_WFMU_on_Talks_Cheap_10142008/Dope_Sauce
3457,Live at WFMU on Talk's Cheap 10/14/2008,256000,03:03,Radio-Safe,15,1208,158,6,Candy Apple,http://freemusicarchive.org/music/Chandeliers/Live_at_WFMU_on_Talks_Cheap_10142008/Candy_Apple
3458,Live at WFMU on Talk's Cheap 10/14/2008,256000,04:16,Radio-Safe,15,2702,242,7,Body Double,http://freemusicarchive.org/music/Chandeliers/Live_at_WFMU_on_Talks_Cheap_10142008/Body_Double
3761,Live at WFMU on Brian Turner's Show on 4/22/2003,256000,04:17,Radio-Safe,12,8593,8178,1,Improv,http://freemusicarchive.org/music/Kinski/Live_at_WFMU_on_Brian_Turners_Show_on_4222003/Improv
3762,Live at WFMU on Brian Turner's Show on 4/22/2003,256000,09:01,Radio-Safe,12,6208,5603,2,Snowy Parts of Scandinavia,http://freemusicarchive.org/music/Kinski/Live_at_WFMU_on_Brian_Turners_Show_on_4222003/Snowy_Parts_of_Scandinavia
3767,Live at WFMU on Brian Turner's Show on 4/22/2003,256000,10:16,Radio-Safe,12,3785,3252,7,Edge Set,http://freemusicarchive.org/music/Kinski/Live_at_WFMU_on_Brian_Turners_Show_on_4222003/Edge_Set
3780,Live at wfmu on Dan Bodah's Show on 11/16/2008,256000,03:02,Radio-Safe,17,436,378,1,Be My Host,http://freemusicarchive.org/music/Larkin_Grimm/Live_at_wfmu_on_Dan_Bodahs_Show_on_11162008/Be_My_Host
3833,Live at WFMU on Brian Turner's Show on 2/27/2001,256000,05:16,Radio-Safe,12,3428,2639,1,Track 01,http://freemusicarchive.org/music/Lightning_Bolt/Live_at_WFMU_on_Brian_Turners_Show_on_2272001/Track_01
3834,Live at WFMU on Brian Turner's Show on 2/27/2001,256000,08:45,Radio-Safe,12,1682,1262,2,Track 02,http://freemusicarchive.org/music/Lightning_Bolt/Live_at_WFMU_on_Brian_Turners_Show_on_2272001/Track_02
3835,Live at WFMU on Brian Turner's Show on 2/27/2001,256000,07:49,Radio-Safe,12,1412,900,3,Track 03,http://freemusicarchive.org/music/Lightning_Bolt/Live_at_WFMU_on_Brian_Turners_Show_on_2272001/Track_03
3836,Live at WFMU on Brian Turner's Show on 2/27/2001,256000,05:01,Radio-Safe,12,1228,811,4,Track 04,http://freemusicarchive.org/music/Lightning_Bolt/Live_at_WFMU_on_Brian_Turners_Show_on_2272001/Track_04
3837,Live at WFMU on Brian Turner's Show on 2/27/2001,256000,17:44,Radio-Safe,12,1189,694,5,Track 05,http://freemusicarchive.org/music/Lightning_Bolt/Live_at_WFMU_on_Brian_Turners_Show_on_2272001/Track_05
3839,Live at WFMU on Brian Turner's Show on 2/27/2001,256000,08:19,Radio-Safe,12,1202,808,7,Track 07,http://freemusicarchive.org/music/Lightning_Bolt/Live_at_WFMU_on_Brian_Turners_Show_on_2272001/Track_07
3840,Live at WFMU on Brian Turner's Show on 2/27/2001,256000,08:09,Radio-Safe,12,4680,4201,8,Track 08,http://freemusicarchive.org/music/Lightning_Bolt/Live_at_WFMU_on_Brian_Turners_Show_on_2272001/Track_08_1761
3905,Live at WFMU on Irene Trudel's Show on 10/13/2008,256000,08:28,Radio-Safe,17,3207,1320,1,Twisted Road,http://freemusicarchive.org/music/Michael_Chapman/Live_at_WFMU_on_Irene_Trudels_Show_on_10132008/Twisted_Road
3911,Live at WFMU on Irene Trudel's Show on 10/13/2008,256000,02:38,Radio-Safe,17,2320,1334,5,Dust Devils,http://freemusicarchive.org/music/Michael_Chapman/Live_at_WFMU_on_Irene_Trudels_Show_on_10132008/Dust_Devils
4015,Live at WFMU on Irene Trudel's Show on 3/31/2008,256000,11:23,Radio-Safe,17,952,453,3,Midwinters Dream & Birth of the Bear,http://freemusicarchive.org/music/Nalle/Live_at_WFMU_on_Irene_Trudels_Show_on_3312008/Midwinters_Dream__Birth_of_the_Bear
4695,"Live at WFMU on Dan Bodah's Show Oct 19, 2008",320000,03:23,Radio-Safe,15,638,455,6,Intervention,http://freemusicarchive.org/music/Dan_Friel/Live_at_WFMU_on_Dan_Bodahs_Show_Oct_19_2008/Intervention
4696,"Live at WFMU on Dan Bodah's Show Oct 19, 2008",320000,04:16,Radio-Safe,15,410,269,7,Ghost Town Pt1,http://freemusicarchive.org/music/Dan_Friel/Live_at_WFMU_on_Dan_Bodahs_Show_Oct_19_2008/Ghost_Town_Pt1
4751,"The Bad Trips Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",256000,10:24,Radio-Safe,12,2258,1632,3,Backwards,http://freemusicarchive.org/music/The_Bad_Trips/The_Bad_Trips_Live_WFMU_SXSW_Showcase_at_Spiros_in_Austin_TX_on_3142008/Backwards
4835,Live at WFMU on The Cherry Blossom Clinic 6/21/2002,256000,04:03,Radio-Safe,12,3180,2530,2,Steak,http://freemusicarchive.org/music/Peelander-Z/Live_at_WFMU_on_The_Cherry_Blossom_Clinic_6212002/Steak
4840,Live at WFMU on The Cherry Blossom Clinic 6/21/2002,256000,02:16,Radio-Safe,12,2371,1809,1,KO Bon Bayeh,http://freemusicarchive.org/music/Peelander-Z/Live_at_WFMU_on_The_Cherry_Blossom_Clinic_6212002/KO_Bon_Bayeh
5019,Edison Blue Amberol: 2052,128000,04:31,Radio-Safe,8,7620,5449,0,Irish and Scotch melodies (take 2),http://freemusicarchive.org/music/Charles_Daab/Edison_Blue_Amberol_2052/Irish_and_Scotch_melodies_take_2
5036,Edison Blue Amberol: 2492,128000,04:06,Radio-Safe,8,2665,1566,0,Lu Lu,http://freemusicarchive.org/music/National_Promenade_Band/Edison_Blue_Amberol_2492/Lu_Lu
5038,Edison Blue Amberol: 2655,128000,03:13,Radio-Safe,8,3813,3297,0,Are you the O'Reilly?,http://freemusicarchive.org/music/Billy_Murray/Edison_Blue_Amberol_2655/Are_you_the_OReilly
5219,Live at WFMU on Terre T's Show on 6/7/2002,256000,01:28,Radio-Safe,12,2626,1815,3,"1,000 Years",http://freemusicarchive.org/music/Coachwhips/Live_at_WFMU_on_Terre_Ts_Show_on_672002/1000_Years
5220,Live at WFMU on Terre T's Show on 6/7/2002,256000,01:53,Radio-Safe,12,1031,423,2,That Bitch,http://freemusicarchive.org/music/Coachwhips/Live_at_WFMU_on_Terre_Ts_Show_on_672002/That_Bitch
5223,Live at WFMU on Terre T's Show on 6/7/2002,256000,02:00,Radio-Safe,12,1111,537,5,Just One Time,http://freemusicarchive.org/music/Coachwhips/Live_at_WFMU_on_Terre_Ts_Show_on_672002/Just_One_Time
6355,Zlatne Uste Balkan Brass Band Live on WFMU from the 2009 Golden Festival in NYC,256000,05:59,Radio-Safe,2,5784,3062,1,Kolo iz Sumadije,http://freemusicarchive.org/music/Zlatne_Uste_Balkan_Brass_Band/Zlatne_Uste_Balkan_Brass_Band_Live_on_WFMU_from_the_2009_Golden_Festival_in_NYC/Sumadija_Kolo
6360,Keyif Live on WFMU from the 2009 Golden Festival in NYC,256000,04:51,Radio-Safe,2,8886,5002,2,Sabah Sabah Seyredelim Yaliyi,http://freemusicarchive.org/music/Orkestra_Keyif/Keyif_Live_on_WFMU_from_the_2009_Golden_Festival_in_NYC/Sabah_Sabah_Seyredelim_Yaliyi
6394,Sheqer Live on WFMU from the 2009 Golden Festival in NYC,256000,07:23,Radio-Safe,2,1717,493,4,Bufchansko,http://freemusicarchive.org/music/Sheqer/Sheqer_Live_on_WFMU_from_the_2009_Golden_Festival_in_NYC/Bufchansko
6395,Paradox Trio Live on WFMU from the 2009 Golden Festival in NYC,256000,07:26,Radio-Safe,2,3076,993,4,Seido 4,http://freemusicarchive.org/music/Matt_Darriaus_Paradox_Trio/Paradox_Trio_Live_on_WFMU_from_the_2009_Golden_Festival_in_NYC/Seido_4
6399,Live at WFMU on Marty McSorley's show on 10/24/2008,256000,03:33,Radio-Safe,10,3626,1257,4,Let's Rock the Beach,http://freemusicarchive.org/music/Ducktails/Live_at_WFMU_on_Marty_McSorleys_show_on_10242008/Lets_Rock_the_Beach
6401,Live at WFMU on Marty McSorley's show on 10/24/2008,256000,08:51,Radio-Safe,10,4243,1717,6,Surfs Up,http://freemusicarchive.org/music/Ducktails/Live_at_WFMU_on_Marty_McSorleys_show_on_10242008/Surfs_Up
6806,Live at WFMU on Talk's Cheap 2/10/2009,256000,04:14,Radio-Safe,38,2836,1208,3,HighSpeEd DriFt,http://freemusicarchive.org/music/Gary_War/Live_at_WFMU_on_Talks_Cheap_2102009/HighSpeEd_DriFt_1533
6809,Live at WFMU on Talk's Cheap 2/10/2009,256000,05:40,Radio-Safe,38,3807,1148,6,eDgE Of mEsS,http://freemusicarchive.org/music/Gary_War/Live_at_WFMU_on_Talks_Cheap_2102009/eDgE_Of_mEsS_1931
8261,Live at WFMU on Irene Trudel's show 7/28/08,256000,04:46,Radio-Safe,17,1315,615,6,Black Diamond,http://freemusicarchive.org/music/Curtis_Eller/Live_at_WFMU_on_Irene_Trudels_show_72808/Black_Diamond
8929,Phoning It In 03/09/05,128000,01:35,Radio-Safe,17,1066,596,1,Rise Above,http://freemusicarchive.org/music/Lettuce_Prey/Phoning_It_In_030905/Rise_Above
8932,Phoning It In 02/09/05,256000,02:03,Radio-Safe,17,2133,1316,6,The Moan,http://freemusicarchive.org/music/Mount_Eerie/Phoning_It_In_020905/The_Moan
8937,Phoning It In 02/09/05,256000,03:17,Radio-Safe,17,1971,1449,5,I Hold Nothing,http://freemusicarchive.org/music/Mount_Eerie/Phoning_It_In_020905/I_Hold_Nothing
8940,Phoning It In 02/09/05,256000,02:20,Radio-Safe,17,2604,1618,3,I Know No One,http://freemusicarchive.org/music/Mount_Eerie/Phoning_It_In_020905/I_Know_No_One
8947,Phoning It In 03/23/05,128000,02:17,Radio-Safe,10,16315,14443,3,Come On Over,http://freemusicarchive.org/music/The_Diskettes/Phoning_It_In_032305/Come_On_Over
8963,Phoning It In 04/10/05,128000,03:31,Radio-Safe,10,1693,838,5,A Head Full Of Rolling Stones #2,http://freemusicarchive.org/music/David_Kilgour/Phoning_It_In_041005/A_Head_Full_Of_Rolling_Stones_2
9548,Live at WFMU on Talk's Cheap 3/17/09,256000,01:31,Radio-Safe,2,1492,416,2,Part 2,http://freemusicarchive.org/music/Arrington_de_Dionyso/Live_at_WFMU_on_Talks_Cheap_31709/Part_2_1553
9813,8 Bit Weapon Live at Micropalooza,,06:09,Radio-Safe,15,7848,6429,0,One Last Mission,http://freemusicarchive.org/music/8_Bit_Weapon/8_Bit_Weapon_Live_at_Micropalooza/One_Last_Mission
10472,Phoning It In 05/19/05,128000,03:08,Radio-Safe,17,1729,1142,8,Universe Prayer,http://freemusicarchive.org/music/Thee_Moths/Phoning_It_In_051905/Universe_Prayer
10587,Phoning It In 06/10/05,128000,04:19,Radio-Safe,17,4372,2427,2,Untitled,http://freemusicarchive.org/music/The_Shivers/Phoning_It_In_061005/Untitled_1269
10588,Phoning It In 06/10/05,128000,04:07,Radio-Safe,17,3493,1945,1,Half Invisible,http://freemusicarchive.org/music/The_Shivers/Phoning_It_In_061005/Half_Invisible
10602,Phoning It In 06/15/05,128000,04:03,Radio-Safe,10,1176,492,1,Rumble With The Gang Debs,http://freemusicarchive.org/music/Tullycraft/Phoning_It_In_061505/Rumble_With_The_Gang_Debs
10605,Phoning It In 06/15/05,128000,02:31,Radio-Safe,10,936,397,3,Josie,http://freemusicarchive.org/music/Tullycraft/Phoning_It_In_061505/Josie
11305,The Mystic River Sound,256000,04:57,Radio-Safe,12,1125,467,2,Barbara Allen,http://freemusicarchive.org/music/Abunai/The_Mystic_River_Sound/Barbara_Allen
12637,Live at WFMU on Talk's Cheap 5/12/2009,256000,02:21,Radio-Safe,10,289,284,1,Casablanca,http://freemusicarchive.org/music/So_Cow/Live_at_WFMU_on_Talks_Cheap_5122009/Casablanca_1672
12639,Live at WFMU on Talk's Cheap 5/12/2009,256000,00:49,Radio-Safe,10,180,167,3,One Hundred Helens,http://freemusicarchive.org/music/So_Cow/Live_at_WFMU_on_Talks_Cheap_5122009/One_Hundred_Helens_1516
12649,Live at WFMU on Talk's Cheap 5/12/2009,256000,02:26,Radio-Safe,10,254,207,13,Commuting,http://freemusicarchive.org/music/So_Cow/Live_at_WFMU_on_Talks_Cheap_5122009/Commuting_1680
13747,The Funny Pages,128000,04:03,Radio-Safe,21,5904,4510,12,Must Be a Hit,http://freemusicarchive.org/music/Laws/The_Funny_Pages/Must_Be_a_Hit
14625,Live at WFMU on Stochastic Hit Parade 6/7/09,256000,05:07,Radio-Safe,8,1637,1494,4,Untitled,http://freemusicarchive.org/music/Zeke_Healy/Live_at_WFMU_on_Stochastic_Hit_Parade_6709/Untitled_1895
14626,Live at WFMU on Stochastic Hit Parade 6/7/09,256000,03:08,Radio-Safe,8,1616,1510,5,The Last Rose,http://freemusicarchive.org/music/Zeke_Healy/Live_at_WFMU_on_Stochastic_Hit_Parade_6709/The_Last_Rose
15024,Live at Primavera Sound 2009 on WFMU,256000,02:50,Radio-Safe,12,377,300,12,Flowers and Trees,http://freemusicarchive.org/music/The_Bats/Live_at_Primavera_Sound_2009_on_WFMU_1231/Flowers_and_Trees
15026,Live at Primavera Sound 2009 on WFMU,256000,03:38,Radio-Safe,12,323,255,2,Supernova,http://freemusicarchive.org/music/The_Bats/Live_at_Primavera_Sound_2009_on_WFMU_1231/Supernova
15032,Live at Primavera Sound 2009 on WFMU,256000,05:04,Radio-Safe,12,319,241,8,North by North,http://freemusicarchive.org/music/The_Bats/Live_at_Primavera_Sound_2009_on_WFMU_1231/North_by_North
15036,Live at Issue Project Room 1/31/09,128000,08:27,Radio-Safe,17,7395,6202,0,Slow Horse,http://freemusicarchive.org/music/White_Light/Live_at_Issue_Project_Room_13109/Slow_Horse
15140,Live at WFMU on The Long Rally 6/10/2009,256000,04:58,Radio-Safe,4,622,650,1,Through a Glass Darkly,http://freemusicarchive.org/music/Glows_in_the_Dark/Live_at_WFMU_on_The_Long_Rally_6102009/Through_a_Glass_Darkly
15426,Winter Construction,160000,10:48,Radio-Safe,4,3544,3314,7,acoustic cello 3141200,http://freemusicarchive.org/music/Fred_Lonberg-Holm/Winter_Construction/acoustic_cello_3141200
15767,The Lost Mariner (with Darin Gray),128000,03:26,Radio-Safe,38,738,150,3,Part 3 with Darin Gray,http://freemusicarchive.org/music/Loren_MazzaCane_Connors/The_Lost_Mariner_with_Darin_Gray/Part_3_with_Darin_Gray
15947,Phoning It In 06/23/05,128000,02:52,Radio-Safe,17,8398,7527,4,Untitled,http://freemusicarchive.org/music/Rivulets/Phoning_It_In_062305_1211/Rivulets_-_Untitledmp3
16034,Proud Princess of a Brand New City,192000,03:42,Radio-Safe,15,873,819,2,John Carpenter,http://freemusicarchive.org/music/Tut/Proud_Princess_of_a_Brand_New_City/tuk_johncarpentermp3
16035,Proud Princess of a Brand New City,160000,04:18,Radio-Safe,15,3482,3127,3,German Holidays,http://freemusicarchive.org/music/Tut/Proud_Princess_of_a_Brand_New_City/tuk_germanholidaysmp3
16256,Kinetica,160000,04:06,Radio-Safe,15,711,811,0,Lime Pow,http://freemusicarchive.org/music/Pimmon/Kinetica/pimmon_limepowmp3
16420,Busoni and His Legacy,64000,02:04,Radio-Safe,5,8245,4778,1,"Beethoven-Busoni, Ecossaises",http://freemusicarchive.org/music/Ferruccio_Busoni/Busoni_and_His_Legacy/busonibeethovenmp3
16934,Live at WFMU on Choking on Cufflinks 7/18/09,256000,05:26,Radio-Safe,15,421,349,3,Cookies,http://freemusicarchive.org/music/City_Center/Live_at_WFMU_on_Choking_on_Cufflinks_71809/City_Center_-_03_-_Cookiesmp3
16949,The Essential Pachmann,64000,04:37,Radio-Safe,5,9497,5463,1,"Chopin, Barcarolle",http://freemusicarchive.org/music/Vladimir_de_Pachmann/The_Essential_Pachmann/pachmannchopinbarcarollemp3
17391,Live at WFMU's Transpacific Sound Paradise on 7/25/09,256000,04:18,Radio-Safe,15,2199,1689,3,Juana,http://freemusicarchive.org/music/Bomba_Estereo/Live_at_WFMUs_Transpacific_Sound_Paradise_on_72509/Bomba_Estereo_-_03_-_Juanamp3_1908
17392,Live at WFMU's Transpacific Sound Paradise on 7/25/09,256000,04:56,Radio-Safe,15,1666,1195,4,Inside Me,http://freemusicarchive.org/music/Bomba_Estereo/Live_at_WFMUs_Transpacific_Sound_Paradise_on_72509/Bomba_Estereo_-_04_-_Inside_Memp3_1423
17584,The Centaur Pianist,256000,03:43,Radio-Safe,5,6839,4099,1,"Schubert, Impromptu Op. 142 No.4",http://freemusicarchive.org/music/Eugen_dAlbert/The_Centaur_Pianist/Schubert_Impromptu_Op_142_No4
17817,WFMU live broadcast from Barbes on Transpacific Paradise 4/11/09,256000,09:01,Radio-Safe,4,2101,1724,1,Title Unknown,http://freemusicarchive.org/music/Scott_Kettners_Brazilian_Brass_Band/WFMU_live_broadcast_from_Barbes_on_Transpacific_Paradise_41109/Title_Unknown_1446
17944,Live at WFMU on Liz Berg's Show 8/10/09,256000,11:36,Radio-Safe,12,2334,1713,8,Song of the New Year (Viking Song),http://freemusicarchive.org/music/Dark_Meat/Live_at_WFMU_on_Liz_Bergs_Show_81009/Song_of_the_New_Year_Viking_Song
17945,Live at WFMU on Liz Berg's Show 8/10/09,256000,06:03,Radio-Safe,12,306,325,2,Last of the Frontiersmen,http://freemusicarchive.org/music/Dark_Meat/Live_at_WFMU_on_Liz_Bergs_Show_81009/Last_of_the_Frontiersmen
18188,Live on Irwin's show on WFMU 8/19/2009,256000,04:06,Radio-Safe,3,1835,1440,3,Virginia,http://freemusicarchive.org/music/Jeremy_Wallace/Live_on_Irwins_show_on_WFMU_8192009/Virginia
18800,"Left Remixes, Pt. 1",192000,04:02,Radio-Safe,15,1654,676,6,A Large Part of Your Mind Sliced [The ARE's 1972 Monte Carlo Remix],http://freemusicarchive.org/music/minusbaby/Left_Remixes_Pt_1/A_Large_Part_of_Your_Mind_Sliced_The_AREs_1972_Monte_Carlo_Remix
18801,"Left Remixes, Pt. 1",192000,03:06,Radio-Safe,15,2086,974,7,A Large Part of Your Mind Sliced [Saskrotch's Originoo Mind Slicaz Remix],http://freemusicarchive.org/music/minusbaby/Left_Remixes_Pt_1/A_Large_Part_of_Your_Mind_Sliced_Saskrotchs_Originoo_Mind_Slicaz_Remix
19584,Antique Phonograph Music Program 10/06/2009,256000,02:04,Radio-Safe,8,1894,1415,0,Budweiser's A Friend of Mine,http://freemusicarchive.org/music/Billy_Murray/Antique_Phonograph_Music_Program_10062009/Budweisers_A_Friend_of_Mine
19589,Antique Phonograph Music Program 10/06/2009,256000,03:18,Radio-Safe,8,941,609,0,Home Again Blues,http://freemusicarchive.org/music/Gene_Rodimichs_Orchestra/Antique_Phonograph_Music_Program_10062009/Home_Again_Blues
19601,Antique Phonograph Music Program 09/22/2009,256000,02:20,Radio-Safe,8,1040,733,0,Bo - La - Bo,http://freemusicarchive.org/music/Paul_Biese_and_his_Novelty_Orchestra/Antique_Phonograph_Music_Program_09222009/Bo_-_La_-_Bo
19607,Antique Phonograph Music Program 09/22/2009,256000,02:56,Radio-Safe,8,1548,1219,0,That Jazz Dance,http://freemusicarchive.org/music/Handys_Orchestra_1831/Antique_Phonograph_Music_Program_09222009/That_Jazz_Dance
19608,Antique Phonograph Music Program 09/22/2009,256000,02:50,Radio-Safe,8,2026,1610,0,Jazz Baby,http://freemusicarchive.org/music/Marion_Harris/Antique_Phonograph_Music_Program_09222009/Jazz_Baby
19624,Antique Phonograph Music Program 08/25/2009,256000,03:06,Radio-Safe,8,5558,4590,0,The Kiddies Christmas Frolic Part 1 - Morning,http://freemusicarchive.org/music/Columbia_Orchestra/Antique_Phonograph_Music_Program_08252009/The_Kiddies_Christmas_Frolic_Part_1_-_Morning
19627,Antique Phonograph Music Program 08/25/2009,256000,03:05,Radio-Safe,8,718,466,0,Bird Calls with Story Part 2,http://freemusicarchive.org/music/Edward_Avis_and_Howard_R_Garis/Antique_Phonograph_Music_Program_08252009/Bird_Calls_with_Story_Part_2
19642,Death of the Sun,192000,05:36,Radio-Safe,12,1983,1265,6,I Remember Nothing More,http://freemusicarchive.org/music/Cul_De_Sac/Death_of_the_Sun/I_Remember_Nothing_More
20051,Thank You,320000,02:50,Radio-Safe,12,1082,490,2,Lavender,http://freemusicarchive.org/music/50FOOTWAVE/Thank_You/Lavender_1923
20089,Antique Phonograph Music Program 03/23/1999,256000,02:55,Radio-Safe,8,1111,764,0,How'd You Like To Spoon With Me?,http://freemusicarchive.org/music/Florie_Ford/Antique_Phonograph_Music_Program_03231999/Howd_You_Like_To_Spoon_With_Me
20101,Antique Phonograph Music Program 03/23/1999,256000,02:54,Radio-Safe,8,1144,815,0,"You Take Da Steamboat, I Take Da Train",http://freemusicarchive.org/music/Sam_Stern/Antique_Phonograph_Music_Program_03231999/You_Take_Da_Steamboat_I_Take_Da_Train
20126,Antique Phonograph Music Program 03/30/1999,256000,02:20,Radio-Safe,8,2097,1647,0,Beautiful Eyes,http://freemusicarchive.org/music/Amy_Butler/Antique_Phonograph_Music_Program_03301999/Beautiful_Eyes
20149,Antique Phonograph Music Program 07/29/2008,256000,03:13,Radio-Safe,8,1530,1181,0,Hot Lips,http://freemusicarchive.org/music/Miss_Patricola/Antique_Phonograph_Music_Program_07292008/Hot_Lips
20153,Antique Phonograph Music Program 12/30/2008,256000,04:38,Radio-Safe,8,1490,1084,0,Casey at the Bat,http://freemusicarchive.org/music/DeWolf_Hopper/Antique_Phonograph_Music_Program_12302008/Casey_at_the_Bat
20161,Antique Phonograph Music Program 05/19/2009,256000,02:58,Radio-Safe,8,2637,2022,0,Messe Solennelle - Crucifixus,http://freemusicarchive.org/music/Enrico_Caruso/Antique_Phonograph_Music_Program_05192009/Messe_Solennelle_-_Crucifixus
20162,Antique Phonograph Music Program 05/19/2009,256000,03:17,Radio-Safe,8,1556,1240,0,Don't Never Trust a Traveling Man,http://freemusicarchive.org/music/Irene_Franklin/Antique_Phonograph_Music_Program_05192009/Dont_Never_Trust_a_Traveling_Man
20166,Antique Phonograph Music Program 05/19/2009,256000,04:02,Radio-Safe,8,1647,1269,0,Pickaninny Blues,http://freemusicarchive.org/music/Princes_Orchestra/Antique_Phonograph_Music_Program_05192009/Pickaninny_Blues
20206,Antique Phonograph Music Program 06/02/2009,256000,03:03,Radio-Safe,8,2540,2083,0,Wabash Blues,http://freemusicarchive.org/music/Mamie_Smith_and_her_Jazz_Hounds/Antique_Phonograph_Music_Program_06022009/Wabash_Blues
20334,Live at WFMU on Irwin's show 10/28/2009,256000,02:05,Radio-Safe,10,1081,1084,5,6 A.M. Morningside,http://freemusicarchive.org/music/Alasdair_MacLean/Live_at_WFMU_on_Irwins_show_10282009/6_AM_Morningside
20337,Live at WFMU on Irwin's show 10/28/2009,256000,04:14,Radio-Safe,10,913,1208,2,Since K Got Over Me,http://freemusicarchive.org/music/Alasdair_MacLean/Live_at_WFMU_on_Irwins_show_10282009/Since_K_Got_Over_Me
20338,Live at WFMU on Irwin's show 10/28/2009,256000,05:31,Radio-Safe,10,1057,1351,1,Bonfires on the Heath,http://freemusicarchive.org/music/Alasdair_MacLean/Live_at_WFMU_on_Irwins_show_10282009/Bonfires_on_the_Heath
20736,Antique Phonograph Music Program 07/14/2009,256000,03:02,Radio-Safe,8,1831,1577,0,Take It 'Cause It's All Yours,http://freemusicarchive.org/music/Edith_Wilson_and_Johnny_Dunns_Original_Jazz_Hounds_1373/Antique_Phonograph_Music_Program_07142009/Take_It_Cause_Its_All_Yours
